지점,시작일,종료일,지점명,관리관서,위도,경도,노장해발고도(m),기압계(관측장비지상높이(m)),기온계(관측장비지상높이(m)),풍속계(관측장비지상높이(m)),강우계(관측장비지상높이(m))
406,1994-12-06,2010-08-15,도봉,서울기상관측소(108),37.6633,127.0352,56,,,,
407,2010-08-16,,노원,,37.621,127.0968,52.05,,,,
407,1994-12-06,2010-08-15,노원,서울기상관측소(108),37.6194,127.0894,53,,,,
408,2010-08-16,,동대문,,37.5846,127.0604,53.96,,,,
408,1994-12-07,2010-08-15,동대문,서울기상관측소(108),37.5772,127.0501,35,,,,
409,2010-08-16,,중랑,,37.5855,127.0868,39.09,,,,
409,1994-12-07,2010-08-15,중랑,서울기상관측소(108),37.5835,127.0889,40,,,,
410,2010-08-16,,기상청,,37.4937,126.9181,36.44,,,,
410,1999-12-15,2010-08-15,기상청,서울기상관측소(108),37.4935,126.9228,33.5,,,,
410,1994-12-07,1999-12-15,동작,서울기상관측소(108),37.4935,126.9228,48,,,,
411,2010-08-16,,마포,,37.5517,126.9292,100.67,,,,
411,1994-12-08,2010-08-15,마포,서울기상관측소(108),37.5431,126.9342,24,,,,
412,2010-08-16,,서대문,,37.5705,126.9408,103.08,,,,
412,1994-12-08,2010-08-15,서대문,서울기상관측소(108),37.5676,126.9466,101,,,,
413,2011-08-24,,광진,,37.5338,127.0857,28.63,,,,
413,2010-08-16,2011-08-24,광진,인천기상대(112),37.5416,127.0805,52.54,,,,
413,1994-12-08,2010-08-15,광진,서울기상관측소(108),37.5379,127.0791,52,,,,
414,2010-08-16,,성북,,37.6117,126.9994,128.62,,,,
414,1994-12-09,2010-08-15,성북,서울기상관측소(108),37.6105,126.9993,127,,,,
415,2010-08-16,,용산 *,,37.5204,126.9761,31.73,,,,
415,1994-12-09,2010-08-15,용산,서울기상관측소(108),37.5168,126.9775,29,,,,
416,2017-08-25,,은평,,37.6464,126.9434,57.92,,,,
416,2015-11-11,2017-08-25,은평,,37.6465,126.9433,65.4,,,,
416,2011-08-25,2015-11-11,은평,,37.6444,126.9453,70,,,,
416,2010-08-16,2011-08-25,은평,인천기상대(112),37.6106,126.9339,67.58,,,,
416,1994-12-19,2010-08-15,은평,서울기상관측소(108),37.6084,126.9357,67,,,,
417,2010-08-16,,금천,,37.4655,126.9002,45,,,,
417,1998-01-03,2010-08-15,금천,서울기상관측소(108),37.4575,126.9162,43,,,,
417,1998-01-03,1998-01-03,구로,서울기상관측소(108),37.480,126.880,22,,,,
418,2010-08-16,,한강,,37.5249,126.9391,10.66,,,,
418,1994-12-10,2010-08-15,한강,서울기상관측소(108),37.5213,126.9394,11,,,,
419,2010-08-16,,중구,,37.5524,126.9874,266.44,,,,
419,1994-12-10,2010-08-15,중구,서울기상관측소(108),37.5535,126.9864,267,,,,
420,2010-08-16,2010-10-18,북한산,인천기상대(112),37.616,126.957,455,,,,
420,1994-01-20,2010-08-15,북한산,서울기상관측소(108),37.6155,126.9565,455,,,,
421,2010-08-16,,성동,,37.5472,127.0389,34.73,,,,
421,2000-08-22,2010-08-15,성동,서울기상관측소(108),37.545,127.0406,25,,,,
422,2010-11-03,,북악산,,37.6034,126.9844,333.8,,,,
423,2010-08-16,,구로,,37.494,126.827,56.08,,,,
423,2001-12-28,2010-08-15,구로,서울기상관측소(108),37.4833,126.8333,62,,,,
424,2010-08-16,,강북,,37.6397,127.0258,57.29,,,,
424,2001-12-28,2010-08-15,강북,서울기상관측소(108),37.6333,127.0017,56,,,,
425,2010-11-03,,남현,,37.4634,126.9855,87.86,,,,
493,2018-11-05,,송악,대전지방기상청(133),36.7227,127.004,54,,,,
494,2016-10-17,,세종고운,대전지방기상청(133),36.5315,127.2406,107.8,,,,
495,2018-10-25,,공도,,36.9806,127.1625,13,,,,
495,2010-05-13,2018-10-16,하개정,,36.9613,127.1887,25.35,,,,
495,2005-11-15,2010-05-12,하개정,수도권기상청(119),36.9617,127.1834,24,,,,
496,2012-09-01,,세종금남,대전지방기상청(133),36.4585,127.2688,30.32,,,,
496,2012-07-02,2012-09-01,금남,대전지방기상청(133),36.4585,127.2688,30.3,,,,
496,2011-12-29,2012-07-02,금남,대전지방기상청(133),36.4585,127.2688,30.3,,,,
496,2005-10-11,2011-12-29,금남,대전지방기상청(133),36.4638,127.2804,43.4,,,,
497,2002-12-20,,삽당령,강릉(구 105),37.5752,128.8515,658.15,,,,
498,2002-12-21,,구룡령,강릉(구 105),37.8793,128.5145,1015.08,,,,
499,2015-07-13,,중면,,38.1361,127.0235,53.7,,,,
499,2010-10-05,2015-07-13,중면,동두천지역기상서비스센터(98),38.1359,127.0191,54.66,,,,
499,2001-01-05,2010-10-05,중면,파주기상대(99),38.1331,127.0213,53.83,,,,
500,2010-12-03,,양도,인천기상대(112),37.6317,126.4201,29,,,,
500,1994-12-15,2010-12-03,화도,인천기상대(112),37.6287,126.4116,20,,,,
501,2015-01-15,,연평도,인천기상대(112),37.666,125.702,20,,,,
501,2017-04-19,,대연평,인천기상대(112),37.6589,125.6982,7.63,,,,
501,1991-03-08,2016-10-05,대연평,인천기상대(112),37.6644,125.7023,13,,,,
502,2016-11-30,,교동,인천기상대(112),37.7894,126.2916,13.94,,,,
502,1991-03-22,2016-11-30,교동,인천기상대(112),37.7844,126.2829,41.91,,,,
503,2015-07-13,,도라산,,37.908,126.7119,18.29,,,,
503,2010-12-14,2015-07-13,도라산,파주기상대(99),37.912,126.7116,17.3,,,,
503,2002-01-05,2010-12-14,도라산,파주기상대(99),37.8833,126.6833,167,,,,
503,2001-09-07,2002-01-05,도라산,동두천지역기상서비스센터(98),37.8833,126.6833,10,,,,
503,1998-04-14,2001-09-07,임진각,동두천지역기상서비스센터(98),37.8856,126.7394,10,,,,
503,1991-11-24,1998-04-14,임진각,서울기상관측소(108),37.8856,126.7394,10,,,,
504,2015-07-13,,포천,,37.8704,127.1807,105.14,,,,
504,2013-11-21,2015-07-13,포천,동두천지역기상서비스센터(98),37.8704,127.1808,103,,,,
504,2010-10-21,2013-11-21,포천,동두천지역기상서비스센터(98),37.8657,127.1764,102.05,,,,
504,1998-03-24,2010-10-21,포천,동두천지역기상서비스센터(98),37.8915,127.202,100,,,,
504,1992-12-13,1998-03-24,포천,철원기상대(95),37.8946,127.1996,105,,,,
505,2017-01-01,,가평조종,,37.8244,127.3454,170.45,,,,
505,2007-08-22,2017-01-01,하면,,37.8244,127.3454,168.53,,,,
505,1990-04-10,2007-08-22,현리,춘천기상대(101),37.820,127.350,152,,,,
506,2017-08-25,,금촌,,37.7482,126.7769,12.88,,,,
506,2015-07-13,2017-08-25,금촌,,37.7483,126.777,19,,,,
506,2014-11-27,2015-07-13,금촌,파주기상대(99),37.7483,126.777,19,,,,
506,2010-12-06,2014-11-27,금촌,파주기상대(99),37.7657,126.7841,56,,,,
506,2002-01-04,2010-12-06,금촌,파주기상대(99),37.7584,126.779,34,,,,
506,1998-05-26,2002-01-04,금촌,동두천지역기상서비스센터(98),37.7584,126.779,34,,,,
506,1994-12-15,1998-05-26,금촌,서울기상관측소(108),37.7584,126.779,34,,,,
507,2015-07-13,,창수,,38.0248,127.1436,76.06,,,,
507,2011-06-29,2015-07-13,창수,동두천지역기상서비스센터(98),38.025,127.1433,80,,,,
507,1998-03-24,2011-06-28,창수,동두천지역기상서비스센터(98),37.9917,127.1891,84.44,,,,
507,1992-12-13,1998-03-24,창수,철원기상대(95),37.9788,127.2009,84,,,,
508,2011-08-31,,왕산,인천기상대(112),37.4665,126.3609,140.91,,,,
508,2003-01-07,2011-08-30,왕산,인천기상대(112),37.465,126.3634,132.11,,,,
508,1990-03-16,2000-01-14,종로,서울기상관측소(108),37.570,126.970,87,,,,
509,2010-08-16,,관악,,37.4528,126.9502,141.64,,,,
509,2004-09-04,2010-08-15,관악,서울기상관측소(108),37.450,126.9523,144.37,,,,
509,1992-09-14,2004-09-04,관악,서울기상관측소(108),37.4562,126.9507,92.36,,,,
510,2010-08-16,,영등포 *,,37.5271,126.9071,25.38,,,,
510,1989-06-27,2010-08-15,영등포,서울기상관측소(108),37.5262,126.908,25,,,,
511,2010-09-01,,공촌동,인천기상대(112),37.555,126.6905,47.04,,,,
511,2000-03-31,2010-08-31,부평,인천기상대(112),37.550,126.6833,49,,,,
511,1994-12-19,2000-03-31,부평,인천기상대(112),37.480,126.710,18,,,,
512,2017-08-22,,인천연수,인천기상대(112),37.3968,126.6621,8.13,,,,
512,2000-03-29,2017-08-22,남동공단,인천기상대(112),37.3968,126.6621,9.06,,,,
512,1994-12-22,2000-03-29,남동공단,인천기상대(112),37.410,126.710,22,,,,
513,2014-11-17,,덕적도,인천기상대(112),37.2272,126.145,20.02,,,,
513,1997-07-25,2014-11-17,덕적도,인천기상대(112),37.2331,126.1468,17.6,,,,
513,1991-03-14,1997-07-25,덕적도,인천기상대(112),37.2207,126.1445,26,,,,
514,2017-08-25,,대부도,인천기상대(112),37.2377,126.5787,10,,,,
514,2017-06-14,2017-08-25,대부도,인천기상대(112),37.2377,126.5787,10,,,,
514,1992-11-15,2017-06-14,대부도,인천기상대(112),37.2455,126.5806,32.79,,,,
515,2012-11-30,,운평,,37.0845,126.7737,8,,,,
515,2005-11-15,2012-11-30,우정,수도권기상청(119),37.0819,126.8007,19,,,,
515,1999-05-06,2005-11-15,우정,수도권기상청(119),37.0952,126.8128,30,,,,
515,1990-03-08,1999-05-06,우정,수도권기상청(119),37.0836,126.8283,18,,,,
516,2017-08-25,,안성,,37.0037,127.2502,23.92,,,,
516,2013-12-12,2017-08-25,안성,,37.0038,127.250,26,,,,
516,1990-06-16,2013-12-12,안성,수도권기상청(119),37.013,127.2651,45.16,,,,
517,2015-07-13,,간성,강릉(구 105),38.3854,128.4745,4.51,,,,
517,2005-12-23,2015-07-13,간성,속초기상대(90),38.3854,128.4745,5.31,,,,
517,1991-11-01,2005-12-21,간성,속초기상대(90),38.380,128.430,30,,,,
518,2016-09-22,,해안,춘천기상대(101),38.2696,128.1211,468.47,,,,
518,1990-05-23,2016-09-22,해안,춘천기상대(101),38.2847,128.1397,448,,,,
519,2015-07-13,,사내,춘천기상대(101),38.0755,127.5194,297.73,,,,
519,2011-11-09,2015-07-13,사내,철원기상대(95),38.0753,127.5297,302,,,,
519,1999-05-14,2011-11-09,사내,철원기상대(95),38.0702,127.5235,283.06,,,,
519,1998-12-22,1999-05-14,사창,철원기상대(95),38.0667,127.5167,390,,,,
519,1998-05-14,1998-12-22,사창,철원기상대(95),38.0667,127.5167,390,,,,
519,1990-05-23,1998-05-14,사창,춘천기상대(101),38.0667,127.5167,390,,,,
520,2015-07-13,,설악동,강릉(구 105),38.1671,128.5177,135,,,,
520,2012-12-21,2015-07-13,설악동,속초기상대(90),38.1671,128.5177,135,,,,
520,1990-05-13,2012-12-21,설악동,속초기상대(90),38.1721,128.4933,189.5,,,,
521,2015-07-13,,강현,강릉(구 105),38.1438,128.6026,13.39,,,,
521,2002-05-17,2015-07-13,강현,속초기상대(90),38.1438,128.6026,13.39,,,,
521,1990-05-12,2002-05-17,현북,속초기상대(90),38.0147,128.7226,10,,,,
522,2012-11-13,,화촌,춘천기상대(101),37.7871,127.9838,187,,,,
522,2007-08-21,2012-11-13,두촌,춘천기상대(101),37.8687,128.0189,220.48,,,,
522,1990-05-22,2007-08-21,두촌,춘천기상대(101),37.8675,128.0184,223,,,,
523,2010-12-10,,주문진,강릉(구 105),37.8983,128.8211,10,,,,
523,1990-05-11,2010-12-10,주문진,강릉(구 105),37.900,128.830,34,,,,
524,2010-11-12,,강문,강릉(구 105),37.7871,128.9231,3.33,,,,
524,1990-05-10,2010-11-12,경포대,강릉(구 105),37.8047,128.9045,9,,,,
525,2015-07-13,,봉평,강릉(구 105),37.6123,128.3773,552.11,,,,
525,2014-05-01,2015-07-13,봉평,대관령기상대(100),37.612,128.377,547.9,,,,
525,1990-05-07,2014-05-01,봉평,대관령기상대(100),37.6161,128.3797,570.36,,,,
526,2015-07-13,,평창,강릉(구 105),37.3779,128.3946,303.18,,,,
526,1999-05-07,2015-07-13,평창,영월기상대(121),37.3779,128.3946,303.18,,,,
526,1999-01-07,1999-05-07,평창,대관령기상대(100),37.370,128.420,310,,,,
526,1998-12-10,1999-01-07,평창,대관령기상대(100),37.375,128.400,298,,,,
526,1990-06-27,1998-12-10,평창,대관령기상대(100),37.370,128.420,310,,,,
527,2015-07-13,,신동,강릉(구 105),37.2115,128.6423,392,,,,
527,2011-11-17,2015-07-13,신동,영월기상대(121),37.2115,128.6423,392,,,,
527,1998-04-22,2011-11-17,정선,영월기상대(121),37.4299,128.6645,388.84,,,,
527,1990-05-08,1998-04-22,정선,영월기상대(121),37.380,128.750,380,,,,
528,2015-12-23,2018-05-01,백령면,백령도기상대(102),37.974,124.7124,36,,,,
528,2011-12-13,2015-12-23,백령면,백령도기상대(102),37.9788,124.7207,45,,,,
528,2007-10-17,2011-12-12,백령면,백령도기상대(102),37.9743,124.7188,32.77,,,,
528,2000-10-05,2007-10-17,백령면,백령도기상대(102),37.9743,124.7187,32.26,,,,
528,1998-11-20,2000-07-06,백령도,인천기상대(112),37.9667,124.6667,36,,,,
528,1998-09-24,1998-11-20,백령도,인천기상대(112),37.9667,124.6667,36,,,,
529,2015-07-13,,원덕,강릉(구 105),37.1416,129.2859,40.66,,,,
529,2011-11-11,2015-07-13,원덕,동해기상대(106),37.1413,129.2858,36,,,,
529,1990-05-09,2011-11-11,원덕,동해기상대(106),37.2325,129.3434,12.82,,,,
530,2014-12-15,,태하,울릉도기상대(115),37.515,130.8118,178,,,,
530,2013-10-21,2014-12-15,태하,울릉도기상대(115),37.5014,130.8078,110,,,,
530,1990-05-30,2013-10-21,태하,울릉도기상대(115),37.5184,130.7977,172.79,,,,
531,2017-08-25,,가평북면,,37.8981,127.5522,109.66,,,,
531,2017-01-01,2017-08-25,가평북면,,37.8856,127.5502,106.63,,,,
531,1991-11-15,2017-01-01,가평,,37.8856,127.5502,106.63,,,,
532,2015-07-13,,의정부,,37.7348,127.0735,89.49,,,,
532,2010-10-29,2015-07-13,의정부,파주기상대(99),37.735,127.075,72,,,,
532,1998-04-14,2010-10-29,의정부,파주기상대(99),37.7355,127.0352,67,,,,
532,1991-11-12,1998-04-14,의정부,파주기상대(99),37.7355,127.0352,60,,,,
533,2017-08-25,,신둔,,37.3267,127.4341,100.1,,,,
533,2015-07-13,2017-08-25,신둔,,37.3236,127.4361,103,,,,
533,2014-12-22,2015-07-13,신둔,이천지역기상서비스센터(203),37.3236,127.4361,103,,,,
533,2012-12-20,2013-05-06,하남창우,이천지역기상서비스센터(203),37.5391,127.2368,75,,,,
533,1998-05-13,2012-12-20,양수리,이천지역기상서비스센터(203),37.550,127.3333,48,,,,
533,1991-01-16,1998-05-13,양수리,수도권기상청(119),37.5422,127.3294,30,,,,
534,2017-08-25,,장호원,,37.121,127.6106,88.2,,,,
534,2015-07-13,2017-08-25,장호원,,37.121,127.6106,87.29,,,,
534,2011-11-03,2015-07-13,장호원,이천지역기상서비스센터(203),37.121,127.6106,87.29,,,,
534,1991-11-17,2011-11-03,장호원,이천지역기상서비스센터(203),37.1147,127.6171,86.97,,,,
535,2015-07-13,,서석,강릉(구 105),37.717,128.1826,313.14,,,,
535,2009-11-24,2015-07-13,서석,원주기상대(114),37.717,128.1827,312.87,,,,
535,1991-10-30,2009-11-23,서석,원주기상대(114),37.7116,128.1867,327,,,,
536,2015-07-13,,횡성,강릉(구 105),37.4876,127.9724,110.52,,,,
536,2010-03-17,2015-07-13,횡성,원주기상대(114),37.4876,127.9724,110.52,,,,
536,1991-10-29,2010-03-17,횡성,원주기상대(114),37.470,127.880,128,,,,
537,2015-07-13,,임계,강릉(구 105),37.4832,128.8459,488,,,,
537,2011-06-20,2015-07-13,임계,동해기상대(106),37.4832,128.8459,488,,,,
537,1999-05-24,2011-06-20,임계,동해기상대(106),37.4949,128.852,507.12,,,,
537,1991-10-31,1999-05-24,임계,동해기상대(106),37.4955,128.8539,480,,,,
538,2015-07-13,,신서,,38.1725,127.103,82.25,,,,
538,1999-06-01,2015-07-13,신서,동두천지역기상서비스센터(98),38.1725,127.103,82.18,,,,
538,1998-03-24,1999-06-01,대광리,동두천지역기상서비스센터(98),38.1726,127.1088,200,,,,
538,1992-12-15,1998-03-24,대광리,철원기상대(95),38.1726,127.1088,197,,,,
539,2016-08-01,,포천이동,,38.0242,127.3657,137.74,,,,
539,2015-07-13,2016-08-01,이동,,38.0241,127.3658,139.4,,,,
539,2015-04-29,2015-07-13,이동,동두천지역기상서비스센터(98),38.0241,127.3658,139.4,,,,
539,2010-10-19,2015-04-29,이동,동두천지역기상서비스센터(98),38.0237,127.3579,139.4,,,,
539,2001-01-05,2010-10-19,이동,동두천지역기상서비스센터(98),38.0333,127.3667,179,,,,
539,1998-11-26,2001-01-05,동두천,서울기상관측소(108),37.8991,127.0628,112.49,,,,
540,2015-07-13,,고양,,37.6373,126.892,44.71,,,,
540,2011-10-29,2015-07-13,고양,파주기상대(99),37.6343,126.8917,100,,,,
540,2010-11-03,2011-10-29,고양,파주기상대(99),37.6573,126.8719,54.5,,,,
540,2010-10-05,2010-11-03,고양,파주기상대(99),37.641,126.877,76,,,,
540,2010-08-16,2010-10-05,고양,인천기상대(112),37.6413,126.8774,76,,,,
540,1992-11-15,2010-08-15,고양,서울기상관측소(108),37.6413,126.8774,76,,,,
541,2018-10-11,,남양주,,37.6341,127.1505,26,,,,
541,2015-07-13,2018-10-11,남양주,,37.6529,127.1493,27.79,,,,
541,2011-11-26,2015-07-13,남양주,동두천지역기상서비스센터(98),37.6528,127.1493,28,,,,
541,2010-11-02,2011-11-24,남양주,동두천지역기상서비스센터(98),37.6539,127.1761,38.01,,,,
541,2010-10-05,2010-11-02,남양주,동두천지역기상서비스센터(98),37.650,127.180,37,,,,
541,2010-08-16,2010-10-05,남양주,인천기상대(112),37.650,127.180,37,,,,
541,1992-11-21,2010-08-15,남양주,서울기상관측소(108),37.650,127.180,37,,,,
542,1992-11-01,,청평,,37.6841,127.3802,41.96,,,,
543,1999-10-07,,영종도,인천기상대(112),37.499,126.5496,25.79,,,,
543,1992-11-16,1999-10-07,영종도,인천기상대(112),37.480,126.530,56,,,,
544,2011-11-11,,전곡항,,37.1857,126.6544,10.96,,,,
544,1992-11-16,2011-11-11,대야,수도권기상청(119),37.4631,126.7827,69.35,,,,
545,2015-10-14,,안산,,37.281,126.8385,5.92,,,,
545,1992-11-14,2015-10-14,안산,,37.2804,126.8387,5.58,,,,
546,2016-08-01,,경기광주,,37.4353,127.2592,122.61,,,,
546,2015-07-13,2016-08-01,광주,,37.4325,127.2614,119,,,,
546,2010-11-18,2015-07-13,광주,이천지역기상서비스센터(203),37.4325,127.2614,119,,,,
546,2001-03-21,2010-11-18,광주,이천지역기상서비스센터(203),37.400,127.2833,31,,,,
546,2000-03-06,2001-03-20,광주읍,이천지역기상서비스센터(203),37.400,127.2833,31,,,,
546,1992-11-07,2000-03-06,광주읍,수도권기상청(119),37.400,127.270,47,,,,
547,2015-07-13,,양동,,37.4159,127.7549,108.62,,,,
547,2009-06-26,2015-07-13,양동,원주기상대(114),37.4159,127.7549,109.97,,,,
547,2000-11-21,2009-06-26,양동,원주기상대(114),37.4171,127.7583,118,,,,
547,1993-11-17,2000-11-21,양동,수도권기상청(119),37.4171,127.7583,92,,,,
548,2017-08-25,,여주,,37.2688,127.6396,118.56,,,,
548,2015-07-13,2017-08-25,여주,,37.2688,127.6396,115.88,,,,
548,2009-09-11,2015-07-13,여주,이천지역기상서비스센터(203),37.2688,127.6396,115.88,,,,
548,1998-12-02,2009-09-11,여주,이천지역기상서비스센터(203),37.300,127.650,65,,,,
548,1992-11-04,1998-12-02,여주,수도권기상청(119),37.300,127.620,58,,,,
549,2016-04-28,,용인,,37.2701,127.2218,79.36,,,,
549,2010-12-04,2016-04-28,용인,,37.2716,127.2249,84.36,,,,
549,1999-05-31,2010-12-04,용인,수도권기상청(119),37.250,127.200,93,,,,
549,1992-11-12,1999-05-31,용인,수도권기상청(119),37.2939,127.2041,76,,,,
550,2010-12-02,,오산,,37.1879,127.0487,41.75,,,,
550,2010-11-02,2010-12-02,오산,수도권기상청(119),37.183,127.050,46,,,,
550,1998-08-18,2010-11-02,오산,수도권기상청(119),37.1833,127.050,46,,,,
550,1992-11-03,1998-08-18,오산,수도권기상청(119),37.170,127.070,22,,,,
551,2010-11-01,,평택,,36.9922,127.1124,36.49,,,,
551,1997-04-01,2010-11-01,평택,수도권기상청(119),37.000,127.070,36,,,,
551,1992-11-19,1997-04-01,평택,대전지방기상청(133),36.980,127.100,20,,,,
552,2015-07-13,,김화,춘천기상대(101),38.2722,127.4245,238.38,,,,
552,2011-11-03,2015-07-13,김화,철원기상대(95),38.2723,127.4246,246,,,,
552,2009-10-23,2011-11-03,김화,철원기상대(95),38.2442,127.4287,216.56,,,,
552,1992-11-11,2009-10-22,김화,철원기상대(95),38.250,127.420,213,,,,
553,2015-07-13,,대진,강릉(구 105),38.4924,128.4281,21.47,,,,
553,2001-01-05,2015-07-13,대진,속초기상대(90),38.5038,128.4287,30.3,,,,
553,1992-11-28,2001-01-05,현내,속초기상대(90),38.4984,128.4271,28,,,,
554,2015-07-13,,미시령,강릉(구 105),38.2144,128.4371,770.48,,,,
554,1992-11-28,2015-07-13,미시령,속초기상대(90),38.2144,128.4371,770.48,,,,
555,2015-07-13,,화천,춘천기상대(101),38.0964,127.7026,113,,,,
555,2011-06-17,2015-07-13,화천,철원기상대(95),38.0964,127.7026,113,,,,
555,2010-11-23,2011-06-17,화천,철원기상대(95),38.098,127.703,111,,,,
555,1999-05-14,2010-11-23,화천,철원기상대(95),38.120,127.730,121,,,,
555,1998-05-14,1999-05-14,화천,철원기상대(95),38.120,127.730,120,,,,
555,1992-11-06,1998-05-14,화천,춘천기상대(101),38.120,127.730,120,,,,
556,2009-09-02,,양구,춘천기상대(101),38.098,127.9853,188.88,,,,
556,1992-11-04,2009-09-02,양구,춘천기상대(101),38.1056,127.9908,208,,,,
557,2011-11-01,,기린,강릉(구 105),37.9526,128.3186,336.51,,,,
557,1992-11-04,2011-11-01,기린,강릉(구 105),37.9513,128.3209,323.86,,,,
